,index,tweet_id,original_tweet_id,original_tweet_user,date_time,user_id,username,followers,friends,user_description,statuses,text,nr_likes,users_likes,nr_RT,entities,nr_responses,users_responses
3321,3976,817793384844816385,,,2017-01-07 18:01:51,2983847284,JannekeAar,128,233,Natuurliefhebber en ecoloog! | Excursieleider Gelderse poort | Libellenfanaat | Exotenspecialist | Foto's gemaakt met iphone,402,"@rtl_ehet geen enkele plant maakt s'nachts O2.. CO2 vastlegging oke, maar voor het splitsen van H2O is toch echt een lichtreactie nodig..",0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '350905627', 'screen_name': 'rtl_ehet', 'id': 350905627, 'name': 'Eigen Huis & Tuin', 'indices': [0, 9]}], 'urls': []}",,
3322,3977,817793061501669378,817758523253723137,gjvu,2017-01-07 18:00:34,51815763,OllieBMichel,223,384,"Anti EU. #ErUit, Nederlander, Patriot #FvD",2980,RT @gjvu: Inzake klimaat berichtgeving is de #VK een held in cherry picking. Nu weer over opwarmende oceanen die dus afkoelen https://t.co/…,0,[],7,"{'symbols': [], 'hashtags': [{'indices': [45, 48], 'text': 'VK'}], 'user_mentions': [{'id_str': '86321285', 'screen_name': 'gjvu', 'id': 86321285, 'name': 'Gert-Jaap van Ulzen', 'indices': [3, 8]}], 'urls': []}",,
3323,3978,817792149492264960,817663959083941888,WillemFerwerda,2017-01-07 17:56:56,739163292,AvanVuren,123,154,GroenLinks Tiel&CIE Samenleving &Secretaris MR & Assistent manager BSO (Kinderopvang) & Jeugdbeleid &Sportliefhebber &Kunst/Cultuur (musea) Literatuur & Poezie,1646,"RT @WillemFerwerda: Debat klimaat, CO2, bomen: beter te spreken over lange termijn grootschalig herstel van de ecologische functies van lan…",0,[],15,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '447152476', 'screen_name': 'WillemFerwerda', 'id': 447152476, 'name': 'Willem Ferwerda', 'indices': [3, 18]}], 'urls': []}",,
3324,3979,817791542752591872,,,2017-01-07 17:54:32,126100840,Caroladevree,831,463,"directeur/eigenaar van Publiec, specialist Factor-C en overheidsparticipatie, communicatie en beleid, communicatiemanager, factorc, facilitator, trainer, Delft",2815,Dan doen we toch fijn allebei? #vijfvoortwaalf #klimaat https://t.co/K4t9anl7hW,1,GuidoRijnja,1,"{'symbols': [], 'hashtags': [{'indices': [31, 46], 'text': 'vijfvoortwaalf'}, {'indices': [47, 55], 'text': 'klimaat'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/K4t9anl7hW', 'expanded_url': 'https://twitter.com/guidorijnja/status/817664422625890305', 'indices': [56, 79], 'display_url': 'twitter.com/guidorijnja/st…'}]}",,
3325,3981,817789136698482693,817770392207114240,ockhams,2017-01-07 17:44:58,450536190,BrantChil,286,659,Kritische media-watcher....,855,RT @ockhams: Bekwame deelnemers aan #klimaatzaak #COP #IPCC vergaderingen. Wie eens goed wil lachen mag nu kijken https://t.co/scnw2c3kpA 😂,0,[],10,"{'symbols': [], 'hashtags': [{'indices': [36, 48], 'text': 'klimaatzaak'}, {'indices': [49, 53], 'text': 'COP'}, {'indices': [54, 59], 'text': 'IPCC'}], 'user_mentions': [{'id_str': '2206911420', 'screen_name': 'ockhams', 'id': 2206911420, 'name': 'ockhams-scheermes', 'indices': [3, 11]}], 'urls': [{'url': 'https://t.co/scnw2c3kpA', 'expanded_url': 'http://www.ockhams-scheermes.be/349104228', 'indices': [114, 137], 'display_url': 'ockhams-scheermes.be/349104228'}]}",,
3326,3982,817788930145865732,,,2017-01-07 17:44:09,1974182246,GTvehicle,28,26,"Liberal and armchair activist in the Netherlands.
The keyboard must be mightier than the sword.
Check out https://t.co/qMhZjSySQ1",2565,"@VVD, @PvdA, @CDAvandaag, @GroenLinks, @D66 en @SPnl hebben 50 jr lang TE weinig voorwaarden aan immigranten gesteld
https://t.co/r5cnWKEVUc",0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '7599192', 'screen_name': 'VVD', 'id': 7599192, 'name': 'VVD', 'indices': [0, 4]}, {'id_str': '7343682', 'screen_name': 'PvdA', 'id': 7343682, 'name': 'Partij van de Arbeid', 'indices': [6, 11]}, {'id_str': '23770198', 'screen_name': 'cdavandaag', 'id': 23770198, 'name': 'CDA', 'indices': [13, 24]}, {'id_str': '11836402', 'screen_name': 'groenlinks', 'id': 11836402, 'name': 'GroenLinks', 'indices': [26, 37]}, {'id_str': '28076891', 'screen_name': 'D66', 'id': 28076891, 'name': 'D66', 'indices': [39, 43]}, {'id_str': '17289752', 'screen_name': 'SPnl', 'id': 17289752, 'name': 'SP', 'indices': [47, 52]}], 'urls': [{'url': 'https://t.co/r5cnWKEVUc', 'expanded_url': 'http://www.metronieuws.nl/columns/2016/11/het-klimaat-is-anders-geworden', 'indices': [117, 140], 'display_url': 'metronieuws.nl/columns/2016/1…'}]}",,
3327,3983,817787305645711360,817758523253723137,gjvu,2017-01-07 17:37:42,121544856,BoswachterRob,5760,598,"Natuurbeschermer, oud - IVN natuurgids. Soms fel. Door volwassenen en kinderen 'verheven' tot 'boswachter'. Veel tweets. Foto's https://t.co/VhGyiA4hzY.",31053,RT @gjvu: Inzake klimaat berichtgeving is de #VK een held in cherry picking. Nu weer over opwarmende oceanen die dus afkoelen https://t.co/…,0,[],7,"{'symbols': [], 'hashtags': [{'indices': [45, 48], 'text': 'VK'}], 'user_mentions': [{'id_str': '86321285', 'screen_name': 'gjvu', 'id': 86321285, 'name': 'Gert-Jaap van Ulzen', 'indices': [3, 8]}], 'urls': []}",,
3328,3984,817787113978609664,817688525038559232,MDVisserij,2017-01-07 17:36:56,230251747,Dukkers,782,811,"Werkt bij gemeente Urk. EZ/Visserij. Gelukkig getrouwd. Zwemmen, fotgrafie, lezen, hond. Motto: Watching the world and the universe with a big smile ;-)",3668,RT @MDVisserij: Onderzoek  @WUR toont grote daling van #CO2-uitstoot door pulsvisserij.  Lees meer: https://t.co/VuVe3dddUM https://t.co/PC…,0,[],18,"{'symbols': [], 'hashtags': [{'indices': [55, 59], 'text': 'CO2'}], 'user_mentions': [{'id_str': '1853811228', 'screen_name': 'MDVisserij', 'id': 1853811228, 'name': 'MDV', 'indices': [3, 14]}, {'id_str': '20045134', 'screen_name': 'WUR', 'id': 20045134, 'name': 'Wageningen U&R', 'indices': [27, 31]}], 'urls': [{'url': 'https://t.co/VuVe3dddUM', 'expanded_url': 'http://ow.ly/g39p307KBUS', 'indices': [100, 123], 'display_url': 'ow.ly/g39p307KBUS'}]}",,
3329,3985,817786988904452098,817758523253723137,gjvu,2017-01-07 17:36:26,754955149651677184,RobertMolhoek,139,333,"Offshore, scheepvaart, jager, natuurliefhebber, wereldreiziger, leefnietmetmate!",5551,RT @gjvu: Inzake klimaat berichtgeving is de #VK een held in cherry picking. Nu weer over opwarmende oceanen die dus afkoelen https://t.co/…,0,[],7,"{'symbols': [], 'hashtags': [{'indices': [45, 48], 'text': 'VK'}], 'user_mentions': [{'id_str': '86321285', 'screen_name': 'gjvu', 'id': 86321285, 'name': 'Gert-Jaap van Ulzen', 'indices': [3, 8]}], 'urls': []}",,
3330,3986,817786685773717504,,,2017-01-07 17:35:14,97689338,Theo_Sikkema,470,833,"Ik heb een passie voor samenwerken, politiek en een duurzame economie. Werkend voor @Adviestalent",2180,"Inderdaad, als Climate Change een grote leugen zou zijn dan is het inderdaad zonde om aan een betere wereld te werk… https://t.co/cJ10Y5I6dY",1,Mark_Buck,0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/cJ10Y5I6dY', 'expanded_url': 'https://twitter.com/i/web/status/817786685773717504', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…'}]}",,
3331,3987,817785870233243648,,,2017-01-07 17:31:59,86321285,gjvu,1909,293,"Liberaal nuchtere Fries, Ondernemer & heuristische positivo, duurzaam is het pas onder de groene streep. #AquaZumba #Frutarian
http://t.co/brtoOJFX9G",74097,"Enig idee hoeveel klimaat wetenschappers er in dienst zijn van het #KNMI? 

Drie en nee #GerritHiemstra behoort niet tot dat gezelschap.",1,FredvanHeukelom,1,"{'symbols': [], 'hashtags': [{'indices': [67, 72], 'text': 'KNMI'}, {'indices': [88, 103], 'text': 'GerritHiemstra'}], 'user_mentions': [], 'urls': []}",,
3332,3988,817784524402786304,817781167483195397,remcovvd,2017-01-07 17:26:38,78012217,paulinewes,3058,2947,"Wereld draait op eeuwige energie. Voor wonen, werken en vervoer. Metropoolregio Amsterdam in 2028. We maken het nog mee!",16162,"RT @remcovvd: @paulinewes @RuudvanTendris @Energiecomm @mikepapot mooi! in NL zijn kosten becijferd op € 916,- p/ton vermeden CO2 tov markt…",0,[],1,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '31366216', 'screen_name': 'remcovvd', 'id': 31366216, 'name': 'remco dijkstra', 'indices': [3, 12]}, {'id_str': '78012217', 'screen_name': 'paulinewes', 'id': 78012217, 'name': 'Pauline Westendorp', 'indices': [14, 25]}, {'id_str': '40624243', 'screen_name': 'RuudvanTendris', 'id': 40624243, 'name': 'Ruud Koornstra', 'indices': [26, 41]}, {'id_str': '806098514535219205', 'screen_name': 'Energiecomm', 'id': 806098514535219205, 'name': 'Energiecommissie', 'indices': [42, 54]}, {'id_str': '22976242', 'screen_name': 'mikepapot', 'id': 22976242, 'name': 'Mike Papôt', 'indices': [55, 65]}], 'urls': []}",,
3333,3989,817783828173484032,,,2017-01-07 17:23:52,132663254,thegreentake,1039,911,Director Brighter Living Solutions @DSM Sustainability | Health | Well-being | Aims for an aspirational and sustainable world | Personal views,3729,"'Met alleen zon- en wind energie komen we er niet, groene gewassen nodig om CO2 uit lucht te halen' @marcelwubbolts  https://t.co/KlAMT4Boxv",0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '111306098', 'screen_name': 'marcelwubbolts', 'id': 111306098, 'name': 'Marcel Wubbolts', 'indices': [100, 115]}], 'urls': [{'url': 'https://t.co/KlAMT4Boxv', 'expanded_url': 'https://fd.nl/ondernemen/1181683/waarschijnlijk-eindigen-we-boven-de-3-graden-celsius', 'indices': [117, 140], 'display_url': 'fd.nl/ondernemen/118…'}]}",,
3334,3990,817782708361379850,,,2017-01-07 17:19:25,150385429,WinghMan,532,530,"Ik heb een vrouw met krullen en een dochter met krullen. Alle andere dingen die ik zeg, zijn ook in eigen naam.",10080,"Serieus barstje in het ijs op Antarctica. Indien het stukje ijs volledig afbreekt, stijgt de zeespiegel met 10 cm 😐 https://t.co/r3kcRJ6pVJ",0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/r3kcRJ6pVJ', 'expanded_url': 'https://twitter.com/washingtonpost/status/817780371802755073', 'indices': [116, 139], 'display_url': 'twitter.com/washingtonpost…'}]}",,
3335,3991,817782206156378117,,,2017-01-07 17:17:26,84060790,LonnekeA,245,487,"bedrijfskundige, zweefvliegen, zingen, vioolspelen,oma",69,In Noorwegen is groene elektriciteit ook echt CO2 vrij.. https://t.co/FpaNHZaoAv,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/FpaNHZaoAv', 'expanded_url': 'https://twitter.com/paulinewes/status/817772086911500289', 'indices': [57, 80], 'display_url': 'twitter.com/paulinewes/sta…'}]}",,
3336,3992,817782135130128384,,,2017-01-07 17:17:09,19088243,DickMandemaker,222,469,"a guy, most of the time very nice, sporting and working, 3 daughters, 1 wife for 37 years",3024,Gaat Duitsland zijn energiedoelstellingen wel halen? https://t.co/JMPiXahK49,0,[],0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/JMPiXahK49', 'expanded_url': 'http://ln.is/www.dw.com/de/co2-bi/amy5v', 'indices': [53, 76], 'display_url': 'ln.is/www.dw.com/de/…'}]}",,
3337,3993,817781336240963584,817728813283049473,Tonzon,2017-01-07 17:13:58,752179859850403840,Erdeme63,95,254,,3759,RT @Tonzon: #klimaat #duurzaam #energiebesparen Gasverbruik nieuwe woningen veel te hoog! Hoe komt dit en wat is eraan te doen? https://t.c…,0,[],15,"{'symbols': [], 'hashtags': [{'indices': [12, 20], 'text': 'klimaat'}, {'indices': [21, 30], 'text': 'duurzaam'}, {'indices': [31, 47], 'text': 'energiebesparen'}], 'user_mentions': [{'id_str': '149256765', 'screen_name': 'Tonzon', 'id': 149256765, 'name': 'TONZON', 'indices': [3, 10]}], 'urls': []}",,
3338,3995,817780844874133505,817770392207114240,ockhams,2017-01-07 17:12:01,331101976,Bernardvi,369,262,"Independent journalist, seo, sea and smo specialist. But here I'll be the rightwing political activist and economist. Hate it? Then don't follow me. :)",8850,RT @ockhams: Bekwame deelnemers aan #klimaatzaak #COP #IPCC vergaderingen. Wie eens goed wil lachen mag nu kijken https://t.co/scnw2c3kpA 😂,0,[],10,"{'symbols': [], 'hashtags': [{'indices': [36, 48], 'text': 'klimaatzaak'}, {'indices': [49, 53], 'text': 'COP'}, {'indices': [54, 59], 'text': 'IPCC'}], 'user_mentions': [{'id_str': '2206911420', 'screen_name': 'ockhams', 'id': 2206911420, 'name': 'ockhams-scheermes', 'indices': [3, 11]}], 'urls': [{'url': 'https://t.co/scnw2c3kpA', 'expanded_url': 'http://www.ockhams-scheermes.be/349104228', 'indices': [114, 137], 'display_url': 'ockhams-scheermes.be/349104228'}]}",,
3339,3996,817779412284428288,817772086911500289,paulinewes,2017-01-07 17:06:20,1088392729,VechtdalPartij,453,910,"Architektuur, Cultuureel erfgoed en Geschiedenis  Reest-Vechtdal: Staphorst, Dalfsen, Ommen en Hardenberg; https://t.co/KnHQCrtYES",1933,RT @paulinewes: Elektrisch vervoer is 'een van de goedkoopste oplossingen om aan de Co2-doelen die Noorwegen heeft gesteld te voldoen.' @En…,0,[],15,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '78012217', 'screen_name': 'paulinewes', 'id': 78012217, 'name': 'Pauline Westendorp', 'indices': [3, 14]}], 'urls': []}",,
3340,3997,817779244453466114,817772086911500289,paulinewes,2017-01-07 17:05:40,361380289,hemaloart,629,2359,"juriste, VPRO, Europeaan, wereldburger, kritisch denker, jazz, kunst, HardenbergArt",21273,RT @paulinewes: Elektrisch vervoer is 'een van de goedkoopste oplossingen om aan de Co2-doelen die Noorwegen heeft gesteld te voldoen.' @En…,0,[],15,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '78012217', 'screen_name': 'paulinewes', 'id': 78012217, 'name': 'Pauline Westendorp', 'indices': [3, 14]}], 'urls': []}",,
3341,3998,817778047390728195,817772086911500289,paulinewes,2017-01-07 17:00:54,103006115,HansaGreenTour,1347,1904,Annual international networking tour to promote sustainable technology in northern Europe. Follow us to know what comes next!,3313,RT @paulinewes: Elektrisch vervoer is 'een van de goedkoopste oplossingen om aan de Co2-doelen die Noorwegen heeft gesteld te voldoen.' @En…,0,[],15,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '78012217', 'screen_name': 'paulinewes', 'id': 78012217, 'name': 'Pauline Westendorp', 'indices': [3, 14]}], 'urls': []}",,
3342,3999,817777992239869954,817770392207114240,ockhams,2017-01-07 17:00:41,4646386157,DeRealist2016,557,1018,"Realist in hart en nieren, EU kritisch,  Voorstander van realisme terug in de politiek in plaats van idealisme. Non-gutmensch  Si vis pacem para bellum",11338,RT @ockhams: Bekwame deelnemers aan #klimaatzaak #COP #IPCC vergaderingen. Wie eens goed wil lachen mag nu kijken https://t.co/scnw2c3kpA 😂,0,[],10,"{'symbols': [], 'hashtags': [{'indices': [36, 48], 'text': 'klimaatzaak'}, {'indices': [49, 53], 'text': 'COP'}, {'indices': [54, 59], 'text': 'IPCC'}], 'user_mentions': [{'id_str': '2206911420', 'screen_name': 'ockhams', 'id': 2206911420, 'name': 'ockhams-scheermes', 'indices': [3, 11]}], 'urls': [{'url': 'https://t.co/scnw2c3kpA', 'expanded_url': 'http://www.ockhams-scheermes.be/349104228', 'indices': [114, 137], 'display_url': 'ockhams-scheermes.be/349104228'}]}",,
3343,4000,817777871032872960,,,2017-01-07 17:00:12,3504609383,bastiaenstibo,133,281,yuw,536,"Als het klimaat toch zo naar de klote is, waarom bestaat dan '30°C + sneeuw' niet",1,Elise_vaes,0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': []}",,
3344,4001,817777838090817536,817772086911500289,paulinewes,2017-01-07 17:00:04,40624243,RuudvanTendris,10248,339,,9318,RT @paulinewes: Elektrisch vervoer is 'een van de goedkoopste oplossingen om aan de Co2-doelen die Noorwegen heeft gesteld te voldoen.' @En…,0,[],15,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '78012217', 'screen_name': 'paulinewes', 'id': 78012217, 'name': 'Pauline Westendorp', 'indices': [3, 14]}], 'urls': []}",,
3345,4002,817777475216351233,817728813283049473,Tonzon,2017-01-07 16:58:38,43550783,aanknoeien,330,336,geen idee wat ik aan 't doen ben maar k heb wel honger,85599,RT @Tonzon: #klimaat #duurzaam #energiebesparen Gasverbruik nieuwe woningen veel te hoog! Hoe komt dit en wat is eraan te doen? https://t.c…,0,[],15,"{'symbols': [], 'hashtags': [{'indices': [12, 20], 'text': 'klimaat'}, {'indices': [21, 30], 'text': 'duurzaam'}, {'indices': [31, 47], 'text': 'energiebesparen'}], 'user_mentions': [{'id_str': '149256765', 'screen_name': 'Tonzon', 'id': 149256765, 'name': 'TONZON', 'indices': [3, 10]}], 'urls': []}",,
3346,4004,817775979418488832,,,2017-01-07 16:52:41,588545191,lamerswim,21,25,"Eigenaar Lamers Energie en Isolatie Advies
  -
EPA Adviseur Energielabel en Maatwerk Advies",499,@ThomasvanBelzen en minister Blok geeft nog steeds subsidie hoewel PUR gespoten met HFK gas contraproductief is voo… https://t.co/gyyulet64x,0,[],1,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '66387652', 'screen_name': 'ThomasvanBelzen', 'id': 66387652, 'name': 'Thomas van Belzen', 'indices': [0, 16]}], 'urls': [{'url': 'https://t.co/gyyulet64x', 'expanded_url': 'https://twitter.com/i/web/status/817775979418488832', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…'}]}",,
3347,4005,817775914041933828,,,2017-01-07 16:52:26,76117878,rvermin,1064,1461,Fractievoorzitter @GL020oost | werkt bij @adamsmartcity aan energietransitie in @CityzenEU & https://t.co/a2cp2v2kge | Amsterdam Economic Board @AmEcBoard|,16000,"Martin Sommer, de man die volledig factfree over klimaat(verandering) en mogelijke oplossingen komt op voor de waar… https://t.co/6XwG7RjqSK",2,chrisklomp;fennaulichki,0,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/6XwG7RjqSK', 'expanded_url': 'https://twitter.com/i/web/status/817775914041933828', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…'}]}",,
3348,4006,817774393405440002,817746869237510145,followthis2015,2017-01-07 16:46:23,267734780,EmkeMol,2063,1746,MOLCOM: Marketing & Communicatie voor Duurzame Innovatie | 💚 Biobased Chemie & Groene Energie | Werkt voor @GreenChemCampus @Biorizon & @VoltaChem_ | ❤️ W & T,6712,"RT @followthis2015: GroeneChemieSter @MarcelWubbolts over klimaat &amp; energie: ""Waarschijnlijk eindigen we boven de 3ªC"" @hansverbraeken http…",0,[],3,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '2923618811', 'screen_name': 'followthis2015', 'id': 2923618811, 'name': 'Follow This', 'indices': [3, 18]}, {'id_str': '111306098', 'screen_name': 'marcelwubbolts', 'id': 111306098, 'name': 'Marcel Wubbolts', 'indices': [37, 52]}, {'id_str': '431616275', 'screen_name': 'hansverbraeken', 'id': 431616275, 'name': 'Hans Verbraeken', 'indices': [123, 138]}], 'urls': []}",,
3349,4008,817774100936589318,817772086911500289,paulinewes,2017-01-07 16:45:13,137450902,m_wiersma,774,564,"duurzaam, energie, mvo, Grunneger Power, NoorderBron, zonnepanelen, plantaardig, af en toe damtweeter",9217,RT @paulinewes: Elektrisch vervoer is 'een van de goedkoopste oplossingen om aan de Co2-doelen die Noorwegen heeft gesteld te voldoen.' @En…,0,[],15,"{'symbols': [], 'hashtags': [], 'user_mentions': [{'id_str': '78012217', 'screen_name': 'paulinewes', 'id': 78012217, 'name': 'Pauline Westendorp', 'indices': [3, 14]}], 'urls': []}",,
3350,4009,817773961924775937,817773117275828229,meertensmit,2017-01-07 16:44:40,1121930954,PvanArkelFA,402,422,,1380,RT @meertensmit: Groene gewassen zijn enigste mogelijkheid om concentratie CO2 echt te reduceren https://t.co/LckTUlsPFa #FD,0,[],3,"{'symbols': [], 'hashtags': [{'indices': [121, 124], 'text': 'FD'}], 'user_mentions': [{'id_str': '228635468', 'screen_name': 'meertensmit', 'id': 228635468, 'name': 'Meerten Smit', 'indices': [3, 15]}], 'urls': [{'url': 'https://t.co/LckTUlsPFa', 'expanded_url': 'https://fd.nl/ondernemen/1181683/waarschijnlijk-eindigen-we-boven-de-3-graden-celsius', 'indices': [97, 120], 'display_url': 'fd.nl/ondernemen/118…'}]}",,
3351,4010,817773890088947713,817773117275828229,meertensmit,2017-01-07 16:44:23,4248935537,WilmavdStroet,25,58,,257,RT @meertensmit: Groene gewassen zijn enigste mogelijkheid om concentratie CO2 echt te reduceren https://t.co/LckTUlsPFa #FD,0,[],3,"{'symbols': [], 'hashtags': [{'indices': [121, 124], 'text': 'FD'}], 'user_mentions': [{'id_str': '228635468', 'screen_name': 'meertensmit', 'id': 228635468, 'name': 'Meerten Smit', 'indices': [3, 15]}], 'urls': [{'url': 'https://t.co/LckTUlsPFa', 'expanded_url': 'https://fd.nl/ondernemen/1181683/waarschijnlijk-eindigen-we-boven-de-3-graden-celsius', 'indices': [97, 120], 'display_url': 'fd.nl/ondernemen/118…'}]}",,
3352,4011,817773117275828229,,,2017-01-07 16:41:19,228635468,meertensmit,253,682,"Manager BASF Agro.  Er gaat niets boven de Graanrepubliek en Rives-Blanques, Limoux. Tweets are my own",678,Groene gewassen zijn enigste mogelijkheid om concentratie CO2 echt te reduceren https://t.co/LckTUlsPFa #FD,0,[],3,"{'symbols': [], 'hashtags': [{'indices': [104, 107], 'text': 'FD'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/LckTUlsPFa', 'expanded_url': 'https://fd.nl/ondernemen/1181683/waarschijnlijk-eindigen-we-boven-de-3-graden-celsius', 'indices': [80, 103], 'display_url': 'fd.nl/ondernemen/118…'}]}",,
3353,4012,817772513543462912,817770392207114240,ockhams,2017-01-07 16:38:55,758387489719590912,Vinnie_80,355,611,"[The human race is a non-stop race with too many trials, but no real case.] Anti-theist ex-military right wing liberal who loves music, science and nature.",7714,RT @ockhams: Bekwame deelnemers aan #klimaatzaak #COP #IPCC vergaderingen. Wie eens goed wil lachen mag nu kijken https://t.co/scnw2c3kpA 😂,0,[],10,"{'symbols': [], 'hashtags': [{'indices': [36, 48], 'text': 'klimaatzaak'}, {'indices': [49, 53], 'text': 'COP'}, {'indices': [54, 59], 'text': 'IPCC'}], 'user_mentions': [{'id_str': '2206911420', 'screen_name': 'ockhams', 'id': 2206911420, 'name': 'ockhams-scheermes', 'indices': [3, 11]}], 'urls': [{'url': 'https://t.co/scnw2c3kpA', 'expanded_url': 'http://www.ockhams-scheermes.be/349104228', 'indices': [114, 137], 'display_url': 'ockhams-scheermes.be/349104228'}]}",,
3354,4013,817772086911500289,,,2017-01-07 16:37:13,78012217,paulinewes,3058,2947,"Wereld draait op eeuwige energie. Voor wonen, werken en vervoer. Metropoolregio Amsterdam in 2028. We maken het nog mee!",16162,Elektrisch vervoer is 'een van de goedkoopste oplossingen om aan de Co2-doelen die Noorwegen heeft gesteld te voldo… https://t.co/2SfBhjJmuE,4,mikepapot;Sebas_vd_Haar;Chris_Derde;JvanDinten,15,"{'symbols': [], 'hashtags': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/2SfBhjJmuE', 'expanded_url': 'https://twitter.com/i/web/status/817772086911500289', 'indices': [117, 140], 'display_url': 'twitter.com/i/web/status/8…'}]}",4.0,FrankDruten;remcovvd;remcovvd;m_wiersma
3355,4014,817770399501025280,817758523253723137,gjvu,2017-01-07 16:30:31,217338850,Edvdijk,294,601,Levensgenieter | altijd opgewekt | stamt nog net uit de fifties | iPhone 7 | Iedereen heeft recht op mijn mening | BBQ |  | Retweet = eens,33099,RT @gjvu: Inzake klimaat berichtgeving is de #VK een held in cherry picking. Nu weer over opwarmende oceanen die dus afkoelen https://t.co/…,0,[],7,"{'symbols': [], 'hashtags': [{'indices': [45, 48], 'text': 'VK'}], 'user_mentions': [{'id_str': '86321285', 'screen_name': 'gjvu', 'id': 86321285, 'name': 'Gert-Jaap van Ulzen', 'indices': [3, 8]}], 'urls': []}",,
3356,4015,817770392207114240,,,2017-01-07 16:30:29,2206911420,ockhams,5452,1614,"Addicted to news. I'm a skeptic but always the optimist. Nieuwsverslaafde sceptische optimist. Tweet in English and Dutch, journalism Occam's razor",46111,Bekwame deelnemers aan #klimaatzaak #COP #IPCC vergaderingen. Wie eens goed wil lachen mag nu kijken https://t.co/scnw2c3kpA 😂,14,JohanBranders;Frans_Bosch;Nibotnis;MoggeWieringen;Bernardvi;weyerwin;gretav5;Krid_Stems;MrLucassen;NoordStijl;Infocadl2015;jeroen1huizinga;EddyBal;SmitsStefaan,10,"{'symbols': [], 'hashtags': [{'indices': [23, 35], 'text': 'klimaatzaak'}, {'indices': [36, 40], 'text': 'COP'}, {'indices': [41, 46], 'text': 'IPCC'}], 'user_mentions': [], 'urls': [{'url': 'https://t.co/scnw2c3kpA', 'expanded_url': 'http://www.ockhams-scheermes.be/349104228', 'indices': [101, 124], 'display_url': 'ockhams-scheermes.be/349104228'}]}",4.0,fransmaes1;jeroen1huizinga;trias_politica;Vinnie_80
3357,4016,817769855277527046,817688525038559232,MDVisserij,2017-01-07 16:28:21,24859528,eppobruins,3226,322,"Tweede Kamerlid voor @ChristenUnie | Hoofd, Hart, Handen | Onderwijs, Wetenschap, Economische Zaken, Visserij, Infrastructuur, Ruimtelijke Ordening, Media",12081,RT @MDVisserij: Onderzoek  @WUR toont grote daling van #CO2-uitstoot door pulsvisserij.  Lees meer: https://t.co/VuVe3dddUM https://t.co/PC…,0,[],18,"{'symbols': [], 'hashtags': [{'indices': [55, 59], 'text': 'CO2'}], 'user_mentions': [{'id_str': '1853811228', 'screen_name': 'MDVisserij', 'id': 1853811228, 'name': 'MDV', 'indices': [3, 14]}, {'id_str': '20045134', 'screen_name': 'WUR', 'id': 20045134, 'name': 'Wageningen U&R', 'indices': [27, 31]}], 'urls': [{'url': 'https://t.co/VuVe3dddUM', 'expanded_url': 'http://ow.ly/g39p307KBUS', 'indices': [100, 123], 'display_url': 'ow.ly/g39p307KBUS'}]}",,
3358,4017,817769733454004224,817728813283049473,Tonzon,2017-01-07 16:27:52,27065836,RemcoWagemakers,920,1308,"Sustainable Projectmanager / Consultant for the cultural, creative and event industry | Breeam in-use Expert | #ZeroWaste mission | Blogger @SustainableJunk",2873,RT @Tonzon: #klimaat #duurzaam #energiebesparen Gasverbruik nieuwe woningen veel te hoog! Hoe komt dit en wat is eraan te doen? https://t.c…,0,[],15,"{'symbols': [], 'hashtags': [{'indices': [12, 20], 'text': 'klimaat'}, {'indices': [21, 30], 'text': 'duurzaam'}, {'indices': [31, 47], 'text': 'energiebesparen'}], 'user_mentions': [{'id_str': '149256765', 'screen_name': 'Tonzon', 'id': 149256765, 'name': 'TONZON', 'indices': [3, 10]}], 'urls': []}",,
